device_id,device_type,manufacturer,model,firmware_version,firmware_year,firmware_age_years,ip_address,default_credentials,authentication,encryption,rtsp_enabled,rtsp_auth_required,open_ports,open_ports_count,upnp_enabled,internet_facing,behind_firewall,cloud_service,ssl_certificate_valid,password_complexity,failed_login_attempts,vulnerability_count,vulnerabilities,max_cvss_score,avg_cvss_score,exploit_difficulty,total_exploit_steps,risk_score,risk_level,risk_numeric
CCTV-00389,NVR,Dahua,DHI-XVR1B04,V19.3.87,2019,7,55.219.171.154,1,no-auth,none,1,0,"80,443,37777",3,0,1,1,1,1,high,21,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,200.0,Critical,3
CCTV-00390,IP Camera,Dahua,IPC-HDBW2831R,V15.4.79,2015,11,119.142.74.24,1,basic,strong,0,1,"80,443,554,8000",4,0,0,1,1,1,medium,122,3,Default Credentials | Outdated Firmware | Buffer Overflow,9.8,9.57,8.0,24,152.0,Critical,3
CCTV-00391,IP Camera,CP Plus,CP-VAC-D20L2,V16.6.45,2016,10,157.112.44.61,1,basic,none,1,1,"443,554,8080,9000",4,1,0,1,0,0,low,58,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,177.0,Critical,3
CCTV-00392,IP Camera,CP Plus,CP-UNC-TA21L3,V16.0.46,2016,10,188.73.193.188,1,no-auth,none,1,0,"443,554,8080,9000",4,1,0,1,0,0,low,62,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | Path Traversal,9.8,8.77,6.33,38,242.0,Critical,3
CCTV-00393,IP Camera,Hikvision,DS-7616NI-Q2,V17.1.84,2017,9,86.240.210.185,1,basic,none,1,1,"80,554,8000",3,1,0,1,1,0,low,46,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,189.0,Critical,3
CCTV-00394,IP Camera,CP Plus,CP-USC-TA13L2,V21.0.36,2021,5,138.156.116.109,1,strong,weak,1,1,"80,443,9000",3,0,0,1,1,0,high,66,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,139.0,Critical,3
CCTV-00395,NVR,Dahua,NVR5208-8P,V25.8.48,2025,1,107.84.27.206,0,strong,strong,1,1,"554,8000,37777",3,0,0,1,0,1,low,122,0,None,0.0,0.0,0.0,0,3.0,Low,0
CCTV-00396,IP Camera,CP Plus,CP-E24A,V16.1.13,2016,10,133.23.24.81,1,no-auth,none,1,0,"80,554,8080,9000",4,1,0,1,0,1,low,8,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | Path Traversal,9.8,8.77,6.33,38,237.0,Critical,3
CCTV-00397,IP Camera,Hikvision,DS-2CD1623G,V15.5.96,2015,11,160.19.148.42,1,basic,weak,0,1,"80,443,554,8000",4,0,0,1,0,0,medium,6,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,157.0,Critical,3
CCTV-00398,IP Camera,Dahua,IPC-HFW5831E,V15.1.91,2015,11,184.198.122.54,1,basic,none,1,1,"443,554,37777",3,0,0,1,1,1,none,110,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,167.0,Critical,3
CCTV-00399,IP Camera,Vivotek,ND9541P,V15.2.72,2015,11,76.242.131.196,0,basic,none,1,1,"80,443,8080",3,1,1,1,1,1,none,90,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,160.0,Critical,3
CCTV-00400,IP Camera,Axis,P3245-LVE,V24.9.62,2024,2,184.21.29.190,1,basic,strong,0,1,"443,554",2,0,1,1,0,1,low,115,1,Default Credentials,9.8,9.8,5.0,5,105.0,Critical,3
CCTV-00401,IP Camera,Hanwha,XNV-8082R,V20.8.1,2020,6,129.55.43.47,1,strong,strong,1,1,"443,4520",2,0,0,1,0,1,high,136,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,122.0,Critical,3
CCTV-00402,IP Camera,Uniview,IPC322LR3-VSPF40,V23.6.98,2023,3,107.31.185.203,0,strong,strong,1,1,"80,443,554,8000",4,1,0,1,1,1,low,54,1,Path Traversal,7.8,7.8,5.0,5,71.0,High,2
CCTV-00403,IP Camera,Axis,P3265-LVE,V16.3.2,2016,10,33.219.175.247,0,no-auth,weak,1,0,"80,554",2,1,0,1,1,0,medium,107,4,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.43,6.25,25,172.0,Critical,3
CCTV-00404,IP Camera,Hanwha,QND-7082R,V15.5.53,2015,11,91.7.77.230,0,no-auth,none,0,1,"443,554,4520",3,0,1,0,0,0,medium,148,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,177.0,Critical,3
CCTV-00405,IP Camera,Axis,P3245-LVE,V18.5.14,2018,8,183.7.189.209,0,no-auth,weak,0,1,"80,443,554",3,1,0,1,0,1,medium,42,5,Outdated Firmware | Weak Encryption | Buffer Overflow | SQL Injection | Path Traversal,9.8,8.4,7.8,39,176.0,Critical,3
CCTV-00406,IP Camera,CP Plus,CP-UNC-TA21L3,V16.4.64,2016,10,184.223.145.180,0,basic,weak,0,1,"80,443,554,8080,9000",5,1,1,1,1,0,low,138,3,Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.47,9.33,28,147.0,Critical,3
CCTV-00407,IP Camera,Vivotek,FD9389-EHTV,V26.1.11,2026,0,130.63.179.248,0,basic,strong,1,1,"80,443,554,8080",4,0,0,1,0,1,low,141,0,None,0.0,0.0,0.0,0,0.0,Low,0
CCTV-00408,IP Camera,Hanwha,XND-6085V,V17.6.0,2017,9,120.123.200.50,0,no-auth,none,1,0,"80,443,554,4520",4,1,1,0,0,1,medium,132,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.68,5.5,22,204.0,Critical,3
CCTV-00409,IP Camera,Vivotek,IP8160-W,V21.9.54,2021,5,76.81.165.53,1,basic,none,1,1,"80,443,8080",3,1,0,1,0,0,medium,100,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,162.0,Critical,3
CCTV-00410,IP Camera,Hikvision,DS-2CD2143G,V15.0.80,2015,11,59.125.193.198,1,basic,none,1,1,"443,8080",2,1,0,1,0,0,none,91,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,195.0,Critical,3
CCTV-00411,IP Camera,CP Plus,CP-UNC-TA21L3,V16.2.80,2016,10,115.37.249.246,1,no-auth,none,1,0,"80,9000",2,1,0,1,0,1,high,92,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,237.0,Critical,3
CCTV-00412,IP Camera,Uniview,IPC322LR3-VSPF40,V16.6.48,2016,10,165.15.11.133,0,no-auth,weak,1,0,"80,443,8000",3,1,0,1,1,1,none,139,5,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection | Path Traversal,9.8,8.3,6.0,30,182.0,Critical,3
CCTV-00413,IP Camera,Vivotek,CC8370-HV,V16.5.14,2016,10,112.98.128.45,0,strong,strong,1,1,"80,443,554,8080",4,1,0,1,1,0,medium,119,1,Outdated Firmware,9.8,9.8,7.0,7,107.0,Critical,3
CCTV-00414,NVR,Dahua,NVR5208-8P,V24.1.74,2024,2,125.85.17.246,0,strong,strong,1,1,"80,443,554,8000,37777",5,0,0,1,0,1,high,95,0,None,0.0,0.0,0.0,0,6.0,Low,0
CCTV-00415,IP Camera,Vivotek,SD9364-EHL,V19.4.77,2019,7,41.4.163.177,0,no-auth,none,1,0,"80,8080",2,0,1,1,1,1,low,95,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,160.0,Critical,3
CCTV-00416,IP Camera,Hikvision,DS-7608NI-I2,V16.9.41,2016,10,22.252.255.12,1,no-auth,weak,1,0,"80,554,8080",3,1,1,0,0,0,medium,107,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Path Traversal,9.8,8.5,5.8,29,237.0,Critical,3
CCTV-00417,IP Camera,CP Plus,CP-E24A,V15.7.21,2015,11,27.240.48.213,1,no-auth,weak,1,0,"80,443",2,0,0,1,1,0,high,136,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.76,7.2,36,207.0,Critical,3
CCTV-00418,IP Camera,Hanwha,PNF-9010R,V20.4.40,2020,6,12.71.53.83,0,basic,weak,1,1,"80,443,554,4520",4,1,0,1,0,0,none,26,3,Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.03,7.0,21,125.0,Critical,3
CCTV-00419,IP Camera,Hanwha,PNF-9010R,V16.1.24,2016,10,127.61.64.82,0,no-auth,none,1,0,"80,443",2,0,1,1,1,1,low,97,5,Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.76,6.8,34,199.0,Critical,3
CCTV-00420,IP Camera,Hanwha,PNM-9084RQZ,V20.6.81,2020,6,62.39.38.249,0,strong,weak,1,1,"80,443,554,4520",4,1,1,1,1,1,medium,62,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,115.0,Critical,3
CCTV-00421,IP Camera,Axis,M3045-V,V16.3.59,2016,10,141.103.204.49,0,basic,strong,1,1,"80,443,554",3,0,0,1,1,1,high,98,1,Outdated Firmware,9.8,9.8,7.0,7,94.0,Critical,3
CCTV-00422,IP Camera,Hikvision,DS-2CD1623G,V17.4.73,2017,9,48.203.220.131,1,basic,none,0,1,"80,443,8080",3,1,0,1,0,0,high,30,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,189.0,Critical,3
CCTV-00423,IP Camera,CP Plus,CP-UNC-TA21L3,V17.5.12,2017,9,19.136.122.17,1,basic,none,1,1,"554,8080,9000",3,1,1,1,0,0,high,63,5,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow | Path Traversal,9.8,8.8,7.0,35,214.0,Critical,3
CCTV-00424,IP Camera,Vivotek,FD9389-EHTV,V16.9.89,2016,10,189.244.156.219,0,basic,strong,0,1,"80,443,554,8080",4,0,0,1,1,1,none,0,1,Outdated Firmware,9.8,9.8,7.0,7,94.0,Critical,3
CCTV-00425,NVR,Uniview,NVR304-32E-B,V15.1.21,2015,11,73.241.56.12,1,no-auth,strong,1,0,"80,443,554",3,1,0,1,1,1,medium,2,3,Default Credentials | Outdated Firmware | Exposed RTSP Stream,9.8,9.4,5.0,15,180.0,Critical,3
CCTV-00426,IP Camera,Hanwha,XNP-6320H,V18.4.29,2018,8,87.170.247.29,0,basic,strong,1,1,"443,554,4520",3,0,0,1,0,1,low,93,1,Outdated Firmware,9.8,9.8,7.0,7,88.0,Critical,3
CCTV-00427,IP Camera,CP Plus,CP-DGC-D13L2,V20.0.18,2020,6,125.89.135.234,0,no-auth,weak,1,0,"80,443,554,8080,9000",5,1,0,1,1,0,high,27,3,Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.3,6.33,19,145.0,Critical,3
CCTV-00428,IP Camera,Uniview,IPC532E-DL-IN,V22.6.75,2022,4,129.76.148.160,1,no-auth,strong,1,0,"80,443,554,8000",4,0,1,1,0,1,low,2,3,Default Credentials | Outdated Firmware | Exposed RTSP Stream,9.8,9.4,5.0,15,161.0,Critical,3
CCTV-00429,IP Camera,Vivotek,CC8370-HV,V16.4.8,2016,10,153.79.44.183,0,strong,strong,1,1,"80,443,554,8080",4,1,1,1,1,0,medium,72,1,Outdated Firmware,9.8,9.8,7.0,7,117.0,Critical,3
CCTV-00430,IP Camera,CP Plus,CP-VAC-D20L2,V26.3.55,2026,0,158.71.102.65,0,strong,strong,1,1,"443,554,8080,9000",4,0,1,1,1,1,low,144,0,None,0.0,0.0,0.0,0,10.0,Low,0
CCTV-00431,IP Camera,Dahua,IPC-HDBW2831R,V18.4.39,2018,8,117.45.71.158,1,no-auth,none,1,0,"80,443,554,8000,37777",5,1,0,1,0,1,low,119,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,216.0,Critical,3
CCTV-00432,IP Camera,CP Plus,CP-EAC-T24PL2,V18.5.16,2018,8,133.169.31.32,1,no-auth,none,1,0,"80,443,554,8080,9000",5,0,1,1,0,0,low,27,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,238.0,Critical,3
CCTV-00433,IP Camera,Uniview,IPC2124SR3-PF40,V20.8.18,2020,6,36.242.12.214,0,no-auth,strong,0,1,"80,443,554,8000",4,0,1,1,0,1,medium,30,2,Outdated Firmware | SQL Injection,9.8,9.3,6.5,13,127.0,Critical,3
CCTV-00434,IP Camera,Vivotek,MD8563-EH,V17.1.38,2017,9,84.148.51.246,1,no-auth,none,0,1,"80,443,554,8080",4,1,0,1,0,1,none,61,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,189.0,Critical,3
CCTV-00435,IP Camera,Vivotek,MD8563-EH,V17.4.50,2017,9,127.141.4.252,1,no-auth,weak,0,1,"80,443",2,1,1,0,0,1,none,113,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,199.0,Critical,3
CCTV-00436,NVR,Dahua,DHI-XVR1B04,V18.8.26,2018,8,133.192.241.156,1,no-auth,weak,1,0,"443,554,37777",3,0,0,1,0,1,high,77,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.76,7.2,36,193.0,Critical,3
CCTV-00437,IP Camera,Uniview,IPC672LR-AX4DUPK,V18.8.99,2018,8,70.53.89.187,0,basic,none,1,1,"80,443,554,8000",4,1,1,1,0,1,low,121,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,151.0,Critical,3
CCTV-00438,IP Camera,Axis,M3067-P,V23.0.78,2023,3,135.224.146.58,0,strong,weak,1,1,"80,443,554",3,0,0,1,0,1,medium,146,1,Weak Encryption,6.5,6.5,9.0,9,56.5,High,2
CCTV-00439,IP Camera,Dahua,IPC-HDW1431S,V17.8.24,2017,9,131.180.182.159,1,strong,none,1,1,"80,37777",2,1,1,1,1,0,low,135,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,184.0,Critical,3
CCTV-00440,IP Camera,Vivotek,CC8370-HV,V21.7.54,2021,5,50.147.38.137,0,no-auth,weak,1,0,"80,443,554,8080",4,1,1,0,0,1,low,64,4,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.43,6.25,25,177.0,Critical,3
CCTV-00441,IP Camera,Vivotek,IB8382-T,V22.9.64,2022,4,94.31.120.127,0,basic,weak,0,1,"80,443,554,8080",4,0,0,1,1,1,low,35,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,91.0,Critical,3
CCTV-00442,IP Camera,Hikvision,DS-2DE4A425IW,V23.0.44,2023,3,68.10.28.7,0,basic,strong,1,1,"443,8080",2,0,1,1,1,1,low,89,0,None,0.0,0.0,0.0,0,19.0,Low,0
CCTV-00443,IP Camera,Hanwha,XNV-8082R,V18.6.87,2018,8,70.118.47.151,0,strong,weak,1,1,"443,554,4520",3,1,0,1,1,1,low,94,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,111.0,Critical,3
CCTV-00444,IP Camera,Hikvision,DS-2CD1023G,V17.8.72,2017,9,178.39.39.65,1,no-auth,none,1,0,"80,443",2,1,1,0,1,1,high,62,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,259.0,Critical,3
CCTV-00445,IP Camera,Vivotek,IB8382-T,V18.5.28,2018,8,143.118.156.190,0,basic,weak,1,1,"80,443,554,8080",4,1,0,1,0,1,low,124,4,Outdated Firmware | Weak Encryption | Buffer Overflow | Path Traversal,9.8,8.3,8.25,33,141.0,Critical,3
CCTV-00446,IP Camera,Vivotek,IB8382-T,V15.2.4,2015,11,107.196.227.12,0,no-auth,none,1,0,"80,443",2,0,1,0,1,0,low,15,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,192.0,Critical,3
CCTV-00447,NVR,Dahua,NVR4104HS,V17.6.68,2017,9,121.218.29.207,1,basic,none,1,1,"443,554",2,0,0,1,0,0,low,7,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,166.0,Critical,3
CCTV-00448,IP Camera,Hikvision,DS-2CD2T85G1,V17.4.68,2017,9,96.202.19.158,1,no-auth,none,1,0,"443,554,8080",3,0,1,0,1,0,none,70,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow,9.8,8.96,6.6,33,241.0,Critical,3
CCTV-00449,IP Camera,CP Plus,CP-VCG-SD10L2,V16.4.83,2016,10,166.160.32.113,0,no-auth,strong,1,0,"443,554,8080,9000",4,1,0,1,1,1,low,142,3,Outdated Firmware | Exposed RTSP Stream | Buffer Overflow,9.8,9.17,7.33,22,152.0,Critical,3
CCTV-00450,NVR,Dahua,NVR5208-8P,V20.4.33,2020,6,25.132.131.5,0,strong,weak,1,1,"80,37777",2,1,0,1,1,0,none,81,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,110.0,Critical,3
CCTV-00451,IP Camera,Uniview,IPC532E-DL-IN,V18.0.76,2018,8,102.171.208.230,1,basic,none,1,1,"80,554",2,1,0,1,1,0,high,109,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,186.0,Critical,3
CCTV-00452,IP Camera,Uniview,IPC532E-DL-IN,V18.4.79,2018,8,178.76.195.196,1,basic,weak,1,1,"80,443,554,8000",4,1,0,1,0,0,high,88,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,156.0,Critical,3
CCTV-00453,IP Camera,Uniview,IPC322LR3-VSPF40,V24.3.72,2024,2,102.118.233.81,0,strong,strong,1,1,"80,443,554,8000",4,0,1,1,0,1,low,62,0,None,0.0,0.0,0.0,0,16.0,Low,0
CCTV-00454,IP Camera,Uniview,IPC322LR3-VSPF40,V20.7.93,2020,6,114.70.133.204,0,basic,strong,1,1,"443,8000",2,1,1,0,1,0,high,32,2,Outdated Firmware | Path Traversal,9.8,8.8,6.0,12,135.0,Critical,3
CCTV-00455,IP Camera,CP Plus,CP-VCG-SD10L2,V16.1.52,2016,10,186.85.37.34,1,no-auth,none,1,0,"80,8080,9000",3,1,0,1,1,0,medium,120,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,242.0,Critical,3
CCTV-00456,IP Camera,Vivotek,IZ9361-EH,V23.6.45,2023,3,121.148.244.180,1,basic,strong,1,1,"80,554,8080",3,0,0,1,1,1,high,114,1,Default Credentials,9.8,9.8,5.0,5,98.0,Critical,3
CCTV-00457,IP Camera,Dahua,IPC-HDW1431S,V20.9.65,2020,6,119.146.165.99,1,no-auth,weak,1,0,"80,443,554,8000,37777",5,0,1,1,1,1,medium,134,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.68,6.0,24,182.0,Critical,3
CCTV-00458,IP Camera,CP Plus,CP-VAC-D20L2,V24.0.94,2024,2,37.118.142.37,0,basic,strong,1,1,"80,443,554,9000",4,1,0,1,1,1,high,73,0,None,0.0,0.0,0.0,0,14.0,Low,0
CCTV-00459,IP Camera,Hikvision,DS-2CD1023G,V18.8.96,2018,8,190.61.227.228,1,no-auth,strong,0,1,"80,443,8080",3,1,0,1,1,0,medium,113,4,Default Credentials | Outdated Firmware | SQL Injection | Path Traversal,9.8,9.05,5.75,23,191.0,Critical,3
CCTV-00460,IP Camera,Axis,P3265-LVE,V16.2.35,2016,10,19.221.51.239,0,basic,weak,1,1,"80,554",2,1,0,1,0,1,medium,131,3,Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.47,9.33,28,132.0,Critical,3
CCTV-00461,IP Camera,Uniview,IPC532E-DL-IN,V16.8.84,2016,10,142.109.1.112,0,no-auth,none,1,0,"554,8000",2,1,1,1,0,0,medium,47,5,Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.76,6.8,34,212.0,Critical,3
CCTV-00462,IP Camera,Hikvision,DS-2CD2385G1,V18.3.90,2018,8,149.246.151.25,1,basic,weak,1,1,"443,554,8080",3,1,1,1,1,1,low,124,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,161.0,Critical,3
CCTV-00463,IP Camera,Dahua,IPC-HFW2431T,V24.4.53,2024,2,78.110.209.16,0,strong,strong,1,1,"80,443,554,8000,37777",5,0,0,1,0,0,medium,105,1,Command Injection,9.9,9.9,4.0,4,75.5,High,2
CCTV-00464,IP Camera,Vivotek,FE8182,V16.5.52,2016,10,38.168.66.155,1,basic,weak,0,1,"80,554,8080",3,1,0,1,0,1,high,146,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,157.0,Critical,3
CCTV-00465,IP Camera,Vivotek,IB9389-EHT,V24.0.48,2024,2,105.169.211.56,1,basic,weak,0,1,"80,443,554,8080",4,0,0,1,1,1,low,58,2,Default Credentials | Weak Encryption,9.8,8.15,7.0,14,110.0,Critical,3
CCTV-00466,IP Camera,Vivotek,IB8382-T,V24.0.2,2024,2,112.67.138.221,0,strong,strong,0,1,"443,8080",2,0,1,1,1,1,medium,31,0,None,0.0,0.0,0.0,0,16.0,Low,0
CCTV-00467,IP Camera,Hikvision,DS-2CD2143G,V15.6.2,2015,11,153.142.247.73,1,no-auth,none,1,0,"80,443,554,8000,8080",5,1,0,1,0,1,low,147,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,240.0,Critical,3
CCTV-00468,NVR,Uniview,NVR304-32E-B,V17.7.93,2017,9,34.86.106.222,1,basic,none,1,1,"80,554",2,0,1,1,1,0,medium,36,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,176.0,Critical,3
CCTV-00469,IP Camera,Axis,P3719-PLE,V16.2.51,2016,10,63.250.255.81,0,basic,none,1,1,"80,443",2,1,1,1,1,1,medium,144,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,142.0,Critical,3
CCTV-00470,NVR,Uniview,NVR304-32E-B,V16.7.65,2016,10,144.249.71.192,1,no-auth,none,0,1,"80,443,554",3,0,1,1,1,0,none,29,4,Default Credentials | Outdated Firmware | No Encryption | SQL Injection,9.8,8.98,6.0,24,214.0,Critical,3
CCTV-00471,IP Camera,Hanwha,QNV-7080R,V17.0.37,2017,9,44.84.242.3,1,no-auth,none,0,1,"443,554,4520",3,1,0,1,1,1,medium,95,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,204.0,Critical,3
CCTV-00472,IP Camera,CP Plus,CP-E24A,V16.7.8,2016,10,59.140.145.211,0,strong,none,1,1,"443,8080",2,1,1,1,1,0,high,143,3,Outdated Firmware | No Encryption | Path Traversal,9.8,8.37,6.0,18,162.0,Critical,3
CCTV-00473,IP Camera,Hanwha,PNF-9010R,V19.4.47,2019,7,108.169.141.248,0,basic,weak,1,1,"80,443,554,4520",4,0,1,0,1,1,medium,150,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,125.0,Critical,3
CCTV-00474,IP Camera,Hanwha,XND-6085V,V16.0.29,2016,10,40.123.201.97,0,strong,none,1,1,"80,4520",2,1,0,1,0,1,low,112,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,132.0,Critical,3
CCTV-00475,IP Camera,Hanwha,PNF-9010R,V20.5.39,2020,6,74.61.222.167,0,basic,strong,1,1,"443,554",2,0,0,1,0,0,medium,125,1,Outdated Firmware,9.8,9.8,7.0,7,87.0,Critical,3
CCTV-00476,IP Camera,CP Plus,CP-VAC-D20L2,V15.5.59,2015,11,34.188.129.129,1,basic,weak,1,1,"80,554,8080",3,0,0,1,0,1,none,49,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,152.0,Critical,3
CCTV-00477,IP Camera,Hikvision,DS-2DE4A425IW,V16.4.82,2016,10,175.53.19.95,1,strong,none,1,1,"80,443",2,0,0,1,0,0,none,125,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,169.0,Critical,3
CCTV-00478,IP Camera,Hikvision,DS-2DE4A425IW,V23.2.90,2023,3,95.162.86.232,0,basic,strong,1,1,"80,8080",2,0,0,1,1,1,medium,49,0,None,0.0,0.0,0.0,0,9.0,Low,0
CCTV-00479,IP Camera,Vivotek,FE8182,V18.6.53,2018,8,80.179.60.88,0,no-auth,strong,0,1,"80,443,554,8080",4,1,0,1,1,0,none,104,2,Outdated Firmware | Path Traversal,9.8,8.8,6.0,12,136.0,Critical,3
CCTV-00480,IP Camera,Axis,P3719-PLE,V21.1.72,2021,5,127.41.126.79,0,strong,none,1,1,"80,443",2,0,0,1,0,0,medium,55,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,114.0,Critical,3
CCTV-00481,IP Camera,Hanwha,XNV-8082R,V20.2.39,2020,6,99.230.87.10,1,basic,strong,1,1,"80,554,4520",3,1,1,1,1,0,low,23,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,145.0,Critical,3
CCTV-00482,IP Camera,Hanwha,PNF-9010R,V15.9.26,2015,11,131.71.239.151,0,basic,none,0,1,"443,554,4520",3,1,0,1,0,1,high,8,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,135.0,Critical,3
CCTV-00483,IP Camera,CP Plus,CP-VCG-SD10L2,V18.9.4,2018,8,167.233.222.188,1,basic,weak,0,1,"443,8080,9000",3,1,0,1,0,1,low,41,5,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow | Path Traversal,9.8,8.6,7.6,38,181.0,Critical,3
CCTV-00484,IP Camera,Axis,P3265-LVE,V21.4.92,2021,5,52.153.101.244,0,basic,weak,1,1,"80,554",2,0,0,1,0,0,none,7,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,99.0,Critical,3
CCTV-00485,IP Camera,Vivotek,CC8370-HV,V15.5.6,2015,11,49.191.2.123,0,basic,none,0,1,"80,443,8080",3,1,1,1,1,0,high,60,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,150.0,Critical,3
CCTV-00486,NVR,Dahua,DHI-XVR1B04,V15.8.87,2015,11,98.250.13.57,1,basic,weak,1,1,"80,443,554,8000,37777",5,0,0,1,1,0,medium,108,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,157.0,Critical,3
CCTV-00487,IP Camera,Vivotek,CC8370-HV,V20.5.46,2020,6,133.17.133.246,1,no-auth,weak,0,1,"80,443",2,1,1,1,1,1,low,46,4,Default Credentials | Outdated Firmware | Weak Encryption | SQL Injection,9.8,8.73,6.75,27,190.0,Critical,3
CCTV-00488,IP Camera,Axis,P3245-LVE,V15.8.13,2015,11,172.59.230.129,0,strong,none,1,1,"80,443,554",3,1,1,0,0,0,low,102,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,180.0,Critical,3
CCTV-00489,IP Camera,CP Plus,CP-USC-TA13L2,V20.8.46,2020,6,20.62.250.118,1,strong,weak,0,1,"80,9000",2,1,1,0,0,0,low,116,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,175.0,Critical,3
